Searchable Tobacco Products Database data as of 08/05/2026

"Company","Product Name","Category","Sub-Category","Submission Type - Marketing Authority","Date of Action","Order Letter","Decision Summary","Environmental Assessment","FONSI","STN","Associated MRTP","Additional Information","Additional Information Link"
"Republic Tobacco, LP","Top Premier Menthol 100MM Injector Tubes","Roll-Your-Own","Filtered Cigarette Tube","SE - Substantially Equivalent Order","03/12/2020","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-LTR-SE00156101_0.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-TPL-SE00156102.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-EnvAssmnt-SE00156101_0.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-FONSI-SE00156101_0.pdf","SE0015611","","",""
"Republic Tobacco, LP","Top  Menthol King Size Injector Tubes","Roll-Your-Own","Filtered Cigarette Tube","SE - Substantially Equivalent Order","03/12/2020","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-LTR-SE00156101_0.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-TPL-SE00156102.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-EnvAssmnt-SE00156101_0.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/Republic-FONSI-SE00156101_0.pdf","SE0015631","","",""
"Republic Tobacco, LP","Altesse Regular King Size","Cigarette","Filtered","SE - Substantially Equivalent Order","04/28/2020","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-SE-Ltr-SE00156801.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-TPL-SE00156801.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-EnvAssmnt-SE00156801.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-FONSI-SE00156801.pdf","SE0015680","","",""
"Republic Tobacco, LP","Bull Durham Blue 100MM2","Roll-Your-Own","Filtered Cigarette Tube","SE - Substantially Equivalent Order","06/10/2020","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-SE-Ltr-SE0015755-7561.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-TPL-SE0015755-7561.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-EnvAssmnt-SE0015755-561.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-FONSI-SE0015755-7561.pdf","SE0015755","","",""
"Republic Tobacco, LP","Bull Durham Regular King Size","Roll-Your-Own","Filtered Cigarette Tube","SE - Substantially Equivalent Order","06/10/2020","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-SE-Ltr-SE0015755-7561.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-TPL-SE0015755-7561.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-EnvAssmnt-SE0015755-561.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-FONSI-SE0015755-7561.pdf","SE0015756","","",""
"Republic Tobacco, LP","Bull Durham Regular 100MM","Roll-Your-Own","Filtered Cigarette Tube","SE - Substantially Equivalent Order","10/19/2020","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-SE-Ltr-MultiSTNs1.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-TPL-MultiSTNs1.pdf","-","-","SE0015758","","",""
"Republic Tobacco, LP","Bull Durham Menthol King Size","Roll-Your-Own","Filtered Cigarette Tube","SE - Substantially Equivalent Order","10/19/2020","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-SE-Ltr-MultiSTNs1.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2020/RepublicTobacco-TPL-MultiSTNs1.pdf","-","-","SE0015764","","",""
"Republic Tobacco, LP","Gambler Gold 100MM","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler Menthol King Size","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler Regular 100MM","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler TubeCut Gold 100MM","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler TubeCut Gold King Size","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler TubeCut Menthol King","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler TubeCut Regular King Size","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler TubeCut Regular King Size","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Gambler TubeCut Regular100MM","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","Job 1.25 Ultra Thin Gold","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","OCB 1 1/4 Size","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","OCB Premium 1 1/4 Size","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","OCB Single Green","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","OCB XL Premium Slim","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Republic Tobacco, LP","OCB XPERT SLIM","Roll-Your-Own","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Rock River Manufacturing ","Silver Cloud Gold 100's Soft","Cigarette","","SE - Removed From Review","04/13/2018","N/A","N/A","N/A","N/A","","","",""
"Rock River Manufacturing ","Silver Cloud Gold Kings Soft","Cigarette","","SE - Removed From Review","04/05/2018","N/A","N/A","N/A","N/A","","","",""
"Roll4You, s.r.o.","Xcaliber 1 ¼ Cigarette Papers","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","11/12/2019","N/A","N/A","N/A","N/A","GF1805267","","",""
"Roll4You, s.r.o.","Bulldog King Size Slim","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","05/21/2020","N/A","N/A","N/A","N/A","GF1908646","","",""
"Romar Universal Inc.","ROXWELL Full Flavor King Tubes","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/03/2016","N/A","N/A","N/A","N/A","GF1601951","","",""
"Romar Universal Inc.","ROXWELL Light King Tubes","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/03/2016","N/A","N/A","N/A","N/A","GF1601952","","",""
"Romar Universal Inc.","ROXWELL Menthol King Tubes","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/03/2016","N/A","N/A","N/A","N/A","GF1601953","","",""
"Romar Universal Inc.","ROXWELL Full Flavor 100 Tubes","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/03/2016","N/A","N/A","N/A","N/A","GF1601954","","",""
"Romar Universal Inc.","ROXWELL Light 100 Tubes","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/03/2016","N/A","N/A","N/A","N/A","GF1601955","","",""
"Romar Universal Inc.","ROXWELL Menthol 100 Tubes","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","12/03/2016","N/A","N/A","N/A","N/A","GF1601956","","",""
"Rouseco Inc.","Golden Harvest 6oz Menthol","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703070","","",""
"Rouseco Inc.","Golden Harvest 1 lb. Menthol","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703071","","",""
"Rouseco Inc.","Cheap Tobacco 6 oz Full Flavor","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703072","","",""
"Rouseco Inc.","Cheap Tobacco 1 lb. Natural","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703073","","",""
"Rouseco Inc.","Golden Harvest 1 lb. Ultra Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703074","","",""
"Rouseco Inc.","Cheap Tobacco 6 oz Ultra Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703075","","",""
"Rouseco Inc.","Golden Harvest 1 lb. Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703076","","",""
"Rouseco Inc.","Golden Harvest 1 lb. Full Flavor","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703077","","",""
"Rouseco Inc.","Golden Harvest 6oz Natural","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703078","","",""
"Rouseco Inc.","Golden Harvest 1 lb. Natural","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703079","","",""
"Rouseco Inc.","Golden Harvest 1 lb. Long Cut","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703080","","",""
"Rouseco Inc.","Cheap Tobacco 1 lb. Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703081","","",""
"Rouseco Inc.","Cheap Tobacco 6 oz Menthol","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703082","","",""
"Rouseco Inc.","Golden Harvest 6oz Ultra Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703083","","",""
"Rouseco Inc.","Cheap Tobacco 1 lb. Menthol","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703084","","",""
"Rouseco Inc.","Cheap Tobacco 6 oz Menthol Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703085","","",""
"Rouseco Inc.","Cheap Tobacco 6 oz Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703086","","",""
"Rouseco Inc.","Golden Harvest 6oz Menthol Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703087","","",""
"Rouseco Inc.","Golden Harvest 6oz Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703088","","",""
"Rouseco Inc.","Cheap Tobacco 1 lb. Menthol Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703089","","",""
"Rouseco Inc.","Golden Harvest 6oz Long Cut","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703090","","",""
"Rouseco Inc.","Cheap Tobacco 6 oz Natural","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703091","","",""
"Rouseco Inc.","Cheap Tobacco 1 lb. Ultra Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/13/2018","N/A","N/A","N/A","N/A","GF1703092","","",""
"Rouseco Inc.","CHEAP TOBACCO 1 LB. FULL FLAVOR","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","11/09/2017","N/A","N/A","N/A","N/A","GF1703102","","",""
"Rouseco Inc.","Golden Harvest 1 lb. Menthol Light","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","11/09/2017","N/A","N/A","N/A","N/A","GF1703103","","",""
"Rouseco Inc.","Golden Harvest 6oz Full Flavor","Roll-Your-Own","","PTP Determination Req - Established Pre-Existing Tobacco Product","11/09/2017","N/A","N/A","N/A","N/A","GF1703105","","",""
"S&M Brands, Inc.","Bailey's Full Flavor Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/01/2012","N/A","N/A","N/A","N/A","GF1200032","","",""
"S&M Brands, Inc.","Bailey's Light Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/27/2012","N/A","N/A","N/A","N/A","GF1200033","","",""
"S&M Brands, Inc.","Bailey's Ultra Light Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/27/2012","N/A","N/A","N/A","N/A","GF1200034","","",""
"S&M Brands, Inc.","Bailey's Menthol Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/22/2012","N/A","N/A","N/A","N/A","GF1200035","","",""
"S&M Brands, Inc.","Bailey's Menthol Light Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/22/2012","N/A","N/A","N/A","N/A","GF1200036","","",""
"S&M Brands, Inc.","Bailey's Full Flavor Kings CPB","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/05/2012","N/A","N/A","N/A","N/A","GF1200037","","",""
"S&M Brands, Inc.","Bailey's Light Kings CPB","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/05/2012","N/A","N/A","N/A","N/A","GF1200038","","",""
"S&M Brands, Inc.","Bailey's Menthol Kings CPB","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/05/2012","N/A","N/A","N/A","N/A","GF1200039","","",""
"S&M Brands, Inc.","Bailey's Full Flavor 100's","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/05/2012","N/A","N/A","N/A","N/A","GF1200040","","",""
"S&M Brands, Inc.","Bailey's Light 100's","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/31/2012","N/A","N/A","N/A","N/A","GF1200041","","",""
"S&M Brands, Inc.","Bailey's Ultra Light 100's","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/27/2012","N/A","N/A","N/A","N/A","GF1200042","","",""
"S&M Brands, Inc.","Bailey's Menthol 100's","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/08/2012","N/A","N/A","N/A","N/A","GF1200043","","",""
"S&M Brands, Inc.","Bailey's Menthol Light 100's","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/27/2012","N/A","N/A","N/A","N/A","GF1200044","","",""
"S&M Brands, Inc.","Tahoe Full Flavor Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/04/2012","N/A","N/A","N/A","N/A","GF1200045","","",""
"S&M Brands, Inc.","Tahoe Light Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/27/2012","N/A","N/A","N/A","N/A","GF1200046","","",""
"S&M Brands, Inc.","Tahoe Ultra Light Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/25/2012","N/A","N/A","N/A","N/A","GF1200047","","",""
"S&M Brands, Inc.","Tahoe Menthol Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/27/2012","N/A","N/A","N/A","N/A","GF1200048","","",""
"S&M Brands, Inc.","Tahoe Menthol Light Kings","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/25/2012","N/A","N/A","N/A","N/A","GF1200049","","",""
"S&M Brands, Inc.","Tahoe Full Flavor Kings Box","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","11/15/2012","N/A","N/A","N/A","N/A","GF1200050","","",""
"S&M Brands, Inc.","Tahoe Light Kings Box","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/20/2012","N/A","N/A","N/A","N/A","GF1200051","","",""
"S&M Brands, Inc.","Tahoe Full Flavor 100's","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/27/2012","N/A","N/A","N/A","N/A","GF1200052","","",""
"S&M Brands, Inc.","Tahoe Light 100s","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/20/2012","N/A","N/A","N/A","N/A","GF1200053","","",""
"S&M Brands, Inc.","Tahoe Ultra Light 100s","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/25/2012","N/A","N/A","N/A","N/A","GF1200054","","",""
"S&M Brands, Inc.","Tahoe Menthol 100s","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/20/2012","N/A","N/A","N/A","N/A","GF1200055","","",""
"S&M Brands, Inc.","Tahoe Menthol Light 100s","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","06/25/2012","N/A","N/A","N/A","N/A","GF1200056","","",""
"S&M Brands, Inc.","Romy Full Flavor 100's","Cigarette","","PTP Determination Req - Established Pre-Existing Tobacco Product","08/31/2012","N/A","N/A","N/A","N/A","GF1200057","","",""
"S&M Brands, Inc.","Riverside Blue 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003503_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003503","","",""
"S&M Brands, Inc.","Riverside Blue Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003504_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003504","","",""
"S&M Brands, Inc.","Riverside Blue Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003505_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003505","","",""
"S&M Brands, Inc.","Riverside Filter 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003506_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003506","","",""
"S&M Brands, Inc.","Riverside Filter Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","https://www.accessdata.fda.gov/static/searchtobacco/2014/r_SE_Order_SE0003507_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003507","","",""
"S&M Brands, Inc.","Riverside Filter Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003508_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003508","","",""
"S&M Brands, Inc.","Riverside Menthol 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003509_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003509","","",""
"S&M Brands, Inc.","Riverside Menthol Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003510_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003510","","",""
"S&M Brands, Inc.","Riverside Menthol Kings Box","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003511_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003511","","",""
"S&M Brands, Inc.","Riverside Silver 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003512_Jun_26_2014_R-508ed.pdf/","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003512","","",""
"S&M Brands, Inc.","Riverside Silver Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003513_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003513","","",""
"S&M Brands, Inc.","Riverside Teal Menthol 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003514_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003514","","",""
"S&M Brands, Inc.","Riverside Teal Menthol Kings","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003515_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003515","","",""
"S&M Brands, Inc.","Valu Time Filter 100's","Cigarette","Filtered","SE - Substantially Equivalent Order","06/26/2014","http://accessdata.fda.gov/scripts/searchtobacco/2014/r_SE_Order_SE0003516_Jun_26_2014_R-508ed.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","https://www.accessdata.fda.gov/static/searchtobacco/2014/S-M-Brands--Inc.-FDA-Submission-Tracking-Number-(STN)--Decision-Summary.pdf","SE0003516","","",""
